utterance,ltl_formula
visit b then a then c then d and then h visit each landmark only once,& & U ! a b & U ! c a & U ! d c & U ! h d F h & U ! b U b U !b a & U ! a U a U !a c & U ! c U c U !c d U ! d U d U !d h
visit b then a then c then h and then d visit each landmark only once,& & U ! a b & U ! c a & U ! h c & U ! d h F d & U ! b U b U !b a & U ! a U a U !a c & U ! c U c U !c h U ! h U h U !h d
visit b then a then d then c and then h visit each landmark only once,& & U ! a b & U ! d a & U ! c d & U ! h c F h & U ! b U b U !b a & U ! a U a U !a d & U ! d U d U !d c U ! c U c U !c h
visit b then a then d then h and then c visit each landmark only once,& & U ! a b & U ! d a & U ! h d & U ! c h F c & U ! b U b U !b a & U ! a U a U !a d & U ! d U d U !d h U ! h U h U !h c
visit b then a then h then c and then d visit each landmark only once,& & U ! a b & U ! h a & U ! c h & U ! d c F d & U ! b U b U !b a & U ! a U a U !a h & U ! h U h U !h c U ! c U c U !c d
visit b then a then h then d and then c visit each landmark only once,& & U ! a b & U ! h a & U ! d h & U ! c d F c & U ! b U b U !b a & U ! a U a U !a h & U ! h U h U !h d U ! d U d U !d c
visit b then c then a then d and then h visit each landmark only once,& & U ! c b & U ! a c & U ! d a & U ! h d F h & U ! b U b U !b c & U ! c U c U !c a & U ! a U a U !a d U ! d U d U !d h
visit b then c then a then h and then d visit each landmark only once,& & U ! c b & U ! a c & U ! h a & U ! d h F d & U ! b U b U !b c & U ! c U c U !c a & U ! a U a U !a h U ! h U h U !h d
visit b then c then d then a and then h visit each landmark only once,& & U ! c b & U ! d c & U ! a d & U ! h a F h & U ! b U b U !b c & U ! c U c U !c d & U ! d U d U !d a U ! a U a U !a h
visit b then c then d then h and then a visit each landmark only once,& & U ! c b & U ! d c & U ! h d & U ! a h F a & U ! b U b U !b c & U ! c U c U !c d & U ! d U d U !d h U ! h U h U !h a
visit b then c then h then a and then d visit each landmark only once,& & U ! c b & U ! h c & U ! a h & U ! d a F d & U ! b U b U !b c & U ! c U c U !c h & U ! h U h U !h a U ! a U a U !a d
visit b then c then h then d and then a visit each landmark only once,& & U ! c b & U ! h c & U ! d h & U ! a d F a & U ! b U b U !b c & U ! c U c U !c h & U ! h U h U !h d U ! d U d U !d a
visit b then d then a then c and then h visit each landmark only once,& & U ! d b & U ! a d & U ! c a & U ! h c F h & U ! b U b U !b d & U ! d U d U !d a & U ! a U a U !a c U ! c U c U !c h
visit b then d then a then h and then c visit each landmark only once,& & U ! d b & U ! a d & U ! h a & U ! c h F c & U ! b U b U !b d & U ! d U d U !d a & U ! a U a U !a h U ! h U h U !h c
visit b then d then c then a and then h visit each landmark only once,& & U ! d b & U ! c d & U ! a c & U ! h a F h & U ! b U b U !b d & U ! d U d U !d c & U ! c U c U !c a U ! a U a U !a h
visit b then d then c then h and then a visit each landmark only once,& & U ! d b & U ! c d & U ! h c & U ! a h F a & U ! b U b U !b d & U ! d U d U !d c & U ! c U c U !c h U ! h U h U !h a
visit b then d then h then a and then c visit each landmark only once,& & U ! d b & U ! h d & U ! a h & U ! c a F c & U ! b U b U !b d & U ! d U d U !d h & U ! h U h U !h a U ! a U a U !a c
visit b then d then h then c and then a visit each landmark only once,& & U ! d b & U ! h d & U ! c h & U ! a c F a & U ! b U b U !b d & U ! d U d U !d h & U ! h U h U !h c U ! c U c U !c a
visit b then h then a then c and then d visit each landmark only once,& & U ! h b & U ! a h & U ! c a & U ! d c F d & U ! b U b U !b h & U ! h U h U !h a & U ! a U a U !a c U ! c U c U !c d
visit b then h then a then d and then c visit each landmark only once,& & U ! h b & U ! a h & U ! d a & U ! c d F c & U ! b U b U !b h & U ! h U h U !h a & U ! a U a U !a d U ! d U d U !d c
visit b then h then c then a and then d visit each landmark only once,& & U ! h b & U ! c h & U ! a c & U ! d a F d & U ! b U b U !b h & U ! h U h U !h c & U ! c U c U !c a U ! a U a U !a d
visit b then h then c then d and then a visit each landmark only once,& & U ! h b & U ! c h & U ! d c & U ! a d F a & U ! b U b U !b h & U ! h U h U !h c & U ! c U c U !c d U ! d U d U !d a
visit b then h then d then a and then c visit each landmark only once,& & U ! h b & U ! d h & U ! a d & U ! c a F c & U ! b U b U !b h & U ! h U h U !h d & U ! d U d U !d a U ! a U a U !a c
visit b then h then d then c and then a visit each landmark only once,& & U ! h b & U ! d h & U ! c d & U ! a c F a & U ! b U b U !b h & U ! h U h U !h d & U ! d U d U !d c U ! c U c U !c a
visit c then a then b then d and then h visit each landmark only once,& & U ! a c & U ! b a & U ! d b & U ! h d F h & U ! c U c U !c a & U ! a U a U !a b & U ! b U b U !b d U ! d U d U !d h
visit c then a then b then h and then d visit each landmark only once,& & U ! a c & U ! b a & U ! h b & U ! d h F d & U ! c U c U !c a & U ! a U a U !a b & U ! b U b U !b h U ! h U h U !h d
visit c then a then d then b and then h visit each landmark only once,& & U ! a c & U ! d a & U ! b d & U ! h b F h & U ! c U c U !c a & U ! a U a U !a d & U ! d U d U !d b U ! b U b U !b h
visit c then a then d then h and then b visit each landmark only once,& & U ! a c & U ! d a & U ! h d & U ! b h F b & U ! c U c U !c a & U ! a U a U !a d & U ! d U d U !d h U ! h U h U !h b
visit c then a then h then b and then d visit each landmark only once,& & U ! a c & U ! h a & U ! b h & U ! d b F d & U ! c U c U !c a & U ! a U a U !a h & U ! h U h U !h b U ! b U b U !b d
visit c then a then h then d and then b visit each landmark only once,& & U ! a c & U ! h a & U ! d h & U ! b d F b & U ! c U c U !c a & U ! a U a U !a h & U ! h U h U !h d U ! d U d U !d b
visit c then b then a then d and then h visit each landmark only once,& & U ! b c & U ! a b & U ! d a & U ! h d F h & U ! c U c U !c b & U ! b U b U !b a & U ! a U a U !a d U ! d U d U !d h
visit c then b then a then h and then d visit each landmark only once,& & U ! b c & U ! a b & U ! h a & U ! d h F d & U ! c U c U !c b & U ! b U b U !b a & U ! a U a U !a h U ! h U h U !h d
visit c then b then d then a and then h visit each landmark only once,& & U ! b c & U ! d b & U ! a d & U ! h a F h & U ! c U c U !c b & U ! b U b U !b d & U ! d U d U !d a U ! a U a U !a h
visit c then b then d then h and then a visit each landmark only once,& & U ! b c & U ! d b & U ! h d & U ! a h F a & U ! c U c U !c b & U ! b U b U !b d & U ! d U d U !d h U ! h U h U !h a
visit c then b then h then a and then d visit each landmark only once,& & U ! b c & U ! h b & U ! a h & U ! d a F d & U ! c U c U !c b & U ! b U b U !b h & U ! h U h U !h a U ! a U a U !a d
visit c then b then h then d and then a visit each landmark only once,& & U ! b c & U ! h b & U ! d h & U ! a d F a & U ! c U c U !c b & U ! b U b U !b h & U ! h U h U !h d U ! d U d U !d a
visit c then d then a then b and then h visit each landmark only once,& & U ! d c & U ! a d & U ! b a & U ! h b F h & U ! c U c U !c d & U ! d U d U !d a & U ! a U a U !a b U ! b U b U !b h
visit c then d then a then h and then b visit each landmark only once,& & U ! d c & U ! a d & U ! h a & U ! b h F b & U ! c U c U !c d & U ! d U d U !d a & U ! a U a U !a h U ! h U h U !h b
visit c then d then b then a and then h visit each landmark only once,& & U ! d c & U ! b d & U ! a b & U ! h a F h & U ! c U c U !c d & U ! d U d U !d b & U ! b U b U !b a U ! a U a U !a h
visit c then d then b then h and then a visit each landmark only once,& & U ! d c & U ! b d & U ! h b & U ! a h F a & U ! c U c U !c d & U ! d U d U !d b & U ! b U b U !b h U ! h U h U !h a
visit c then d then h then a and then b visit each landmark only once,& & U ! d c & U ! h d & U ! a h & U ! b a F b & U ! c U c U !c d & U ! d U d U !d h & U ! h U h U !h a U ! a U a U !a b
visit c then d then h then b and then a visit each landmark only once,& & U ! d c & U ! h d & U ! b h & U ! a b F a & U ! c U c U !c d & U ! d U d U !d h & U ! h U h U !h b U ! b U b U !b a
visit c then h then a then b and then d visit each landmark only once,& & U ! h c & U ! a h & U ! b a & U ! d b F d & U ! c U c U !c h & U ! h U h U !h a & U ! a U a U !a b U ! b U b U !b d
visit c then h then a then d and then b visit each landmark only once,& & U ! h c & U ! a h & U ! d a & U ! b d F b & U ! c U c U !c h & U ! h U h U !h a & U ! a U a U !a d U ! d U d U !d b
visit c then h then b then a and then d visit each landmark only once,& & U ! h c & U ! b h & U ! a b & U ! d a F d & U ! c U c U !c h & U ! h U h U !h b & U ! b U b U !b a U ! a U a U !a d
visit c then h then b then d and then a visit each landmark only once,& & U ! h c & U ! b h & U ! d b & U ! a d F a & U ! c U c U !c h & U ! h U h U !h b & U ! b U b U !b d U ! d U d U !d a
visit c then h then d then a and then b visit each landmark only once,& & U ! h c & U ! d h & U ! a d & U ! b a F b & U ! c U c U !c h & U ! h U h U !h d & U ! d U d U !d a U ! a U a U !a b
visit c then h then d then b and then a visit each landmark only once,& & U ! h c & U ! d h & U ! b d & U ! a b F a & U ! c U c U !c h & U ! h U h U !h d & U ! d U d U !d b U ! b U b U !b a
visit d then a then b then c and then h visit each landmark only once,& & U ! a d & U ! b a & U ! c b & U ! h c F h & U ! d U d U !d a & U ! a U a U !a b & U ! b U b U !b c U ! c U c U !c h
visit d then a then b then h and then c visit each landmark only once,& & U ! a d & U ! b a & U ! h b & U ! c h F c & U ! d U d U !d a & U ! a U a U !a b & U ! b U b U !b h U ! h U h U !h c
visit d then a then c then b and then h visit each landmark only once,& & U ! a d & U ! c a & U ! b c & U ! h b F h & U ! d U d U !d a & U ! a U a U !a c & U ! c U c U !c b U ! b U b U !b h
visit d then a then c then h and then b visit each landmark only once,& & U ! a d & U ! c a & U ! h c & U ! b h F b & U ! d U d U !d a & U ! a U a U !a c & U ! c U c U !c h U ! h U h U !h b
visit d then a then h then b and then c visit each landmark only once,& & U ! a d & U ! h a & U ! b h & U ! c b F c & U ! d U d U !d a & U ! a U a U !a h & U ! h U h U !h b U ! b U b U !b c
visit d then a then h then c and then b visit each landmark only once,& & U ! a d & U ! h a & U ! c h & U ! b c F b & U ! d U d U !d a & U ! a U a U !a h & U ! h U h U !h c U ! c U c U !c b
visit d then b then a then c and then h visit each landmark only once,& & U ! b d & U ! a b & U ! c a & U ! h c F h & U ! d U d U !d b & U ! b U b U !b a & U ! a U a U !a c U ! c U c U !c h
visit d then b then a then h and then c visit each landmark only once,& & U ! b d & U ! a b & U ! h a & U ! c h F c & U ! d U d U !d b & U ! b U b U !b a & U ! a U a U !a h U ! h U h U !h c
visit d then b then c then a and then h visit each landmark only once,& & U ! b d & U ! c b & U ! a c & U ! h a F h & U ! d U d U !d b & U ! b U b U !b c & U ! c U c U !c a U ! a U a U !a h
visit d then b then c then h and then a visit each landmark only once,& & U ! b d & U ! c b & U ! h c & U ! a h F a & U ! d U d U !d b & U ! b U b U !b c & U ! c U c U !c h U ! h U h U !h a
visit d then b then h then a and then c visit each landmark only once,& & U ! b d & U ! h b & U ! a h & U ! c a F c & U ! d U d U !d b & U ! b U b U !b h & U ! h U h U !h a U ! a U a U !a c
visit d then b then h then c and then a visit each landmark only once,& & U ! b d & U ! h b & U ! c h & U ! a c F a & U ! d U d U !d b & U ! b U b U !b h & U ! h U h U !h c U ! c U c U !c a
visit d then c then a then b and then h visit each landmark only once,& & U ! c d & U ! a c & U ! b a & U ! h b F h & U ! d U d U !d c & U ! c U c U !c a & U ! a U a U !a b U ! b U b U !b h
